************************************************************************
68:
 |source:0.0.0.0 |destination:255.255.255.255 |source port:68 |destination port:67 |packet size:336 |service:undefined
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53638 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53638 |packet size:124 |service:DNS


************************************************************************
53664:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53664 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53664 |packet size:124 |service:DNS


************************************************************************
53710:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53710 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53710 |packet size:124 |service:DNS


************************************************************************
53743:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53743 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:53743 |destination port:53 |packet size:72 |service:DNS


************************************************************************
53783:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53783 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53783 |packet size:124 |service:DNS


************************************************************************
53796:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53796 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53796 |packet size:124 |service:DNS


************************************************************************
53807:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53807 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53807 |packet size:124 |service:DNS


************************************************************************
53815:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53815 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:53815 |destination port:53 |packet size:69 |service:DNS


************************************************************************
53885:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53885 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53885 |packet size:124 |service:DNS


************************************************************************
53920:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:53920 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:53920 |packet size:124 |service:DNS


************************************************************************
54003:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54003 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54003 |packet size:124 |service:DNS


************************************************************************
54013:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54013 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54013 |packet size:124 |service:DNS


************************************************************************
54117:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54117 |destination port:53 |packet size:72 |service:DNS


************************************************************************
54131:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54131 |destination port:53 |packet size:62 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54131 |packet size:119 |service:DNS


************************************************************************
54139:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54139 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54139 |packet size:124 |service:DNS


************************************************************************
54239:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54239 |destination port:53 |packet size:58 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54239 |destination port:53 |packet size:58 |service:DNS


************************************************************************
54306:
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined
 |source:192.168.43.66 |destination:239.255.255.250 |source port:54306 |destination port:3702 |packet size:1110 |service:undefined


************************************************************************
54308:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54308 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54308 |destination port:53 |packet size:70 |service:DNS


************************************************************************
54357:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54357 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54357 |packet size:124 |service:DNS


************************************************************************
54376:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54376 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:54376 |destination port:53 |packet size:70 |service:DNS


************************************************************************
54491:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54491 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54491 |packet size:124 |service:DNS


************************************************************************
54552:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54552 |destination port:53 |packet size:72 |service:DNS


************************************************************************
54676:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54676 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54676 |packet size:124 |service:DNS


************************************************************************
54824:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54824 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54824 |packet size:124 |service:DNS


************************************************************************
54828:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54828 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54828 |packet size:124 |service:DNS


************************************************************************
54847:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54847 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54847 |packet size:124 |service:DNS


************************************************************************
54862:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54862 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54862 |packet size:124 |service:DNS


************************************************************************
54993:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:54993 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:54993 |packet size:124 |service:DNS


************************************************************************
55078:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55078 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55078 |packet size:124 |service:DNS


************************************************************************
55163:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55163 |destination port:53 |packet size:72 |service:DNS


************************************************************************
55184:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55184 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55184 |packet size:124 |service:DNS


************************************************************************
55195:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55195 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55195 |packet size:124 |service:DNS


************************************************************************
55211:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55211 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55211 |packet size:124 |service:DNS


************************************************************************
55230:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55230 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55230 |packet size:124 |service:DNS


************************************************************************
55302:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55302 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55302 |packet size:124 |service:DNS
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55302 |destination port:5355 |packet size:60 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55302 |destination port:5355 |packet size:60 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55302 |destination port:5355 |packet size:60 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55302 |destination port:5355 |packet size:60 |service:undefined


************************************************************************
55309:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55309 |destination port:53 |packet size:72 |service:DNS


************************************************************************
55340:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55340 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55340 |packet size:124 |service:DNS


************************************************************************
55385:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55385 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55385 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55385 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55385 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
55398:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55398 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55398 |packet size:124 |service:DNS


************************************************************************
55426:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55426 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55426 |packet size:124 |service:DNS


************************************************************************
55445:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55445 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55445 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55445 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:55445 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
55462:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55462 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55462 |packet size:124 |service:DNS


************************************************************************
55479:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55479 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55479 |packet size:124 |service:DNS


************************************************************************
55616:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55616 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55616 |packet size:124 |service:DNS


************************************************************************
55635:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55635 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55635 |packet size:124 |service:DNS


************************************************************************
55663:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55663 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55663 |packet size:124 |service:DNS


************************************************************************
55714:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55714 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:55714 |destination port:53 |packet size:72 |service:DNS
 |source:8.8.8.8 |destination:192.168.43.66 |source port:53 |destination port:55714 |packet size:124 |service:DNS


************************************************************************
55730:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55730 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55730 |packet size:124 |service:DNS


************************************************************************
55775:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55775 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55775 |packet size:124 |service:DNS


************************************************************************
55912:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55912 |destination port:53 |packet size:72 |service:DNS


************************************************************************
55945:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55945 |destination port:53 |packet size:72 |service:DNS


************************************************************************
55962:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55962 |destination port:53 |packet size:72 |service:DNS


************************************************************************
55970:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55970 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55970 |packet size:124 |service:DNS


************************************************************************
55994:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:55994 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:55994 |packet size:124 |service:DNS


************************************************************************
56099:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56099 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56099 |packet size:124 |service:DNS


************************************************************************
56107:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56107 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56107 |packet size:124 |service:DNS


************************************************************************
56179:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56179 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56179 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56179 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56179 |destination port:53 |packet size:72 |service:DNS


************************************************************************
56221:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56221 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56221 |packet size:124 |service:DNS


************************************************************************
56269:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56269 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56269 |packet size:124 |service:DNS


************************************************************************
56433:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56433 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56433 |packet size:124 |service:DNS


************************************************************************
56443:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56443 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56443 |packet size:124 |service:DNS


************************************************************************
56477:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56477 |destination port:53 |packet size:72 |service:DNS


************************************************************************
56540:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56540 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56540 |destination port:53 |packet size:72 |service:DNS
 |source:8.8.8.8 |destination:192.168.43.66 |source port:53 |destination port:56540 |packet size:124 |service:DNS


************************************************************************
56593:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56593 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56593 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56593 |packet size:124 |service:DNS


************************************************************************
56605:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56605 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56605 |packet size:124 |service:DNS


************************************************************************
56609:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56609 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56609 |packet size:124 |service:DNS


************************************************************************
56621:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56621 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56621 |packet size:124 |service:DNS


************************************************************************
56639:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56639 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56639 |packet size:124 |service:DNS


************************************************************************
56685:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56685 |destination port:53 |packet size:72 |service:DNS


************************************************************************
56691:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56691 |destination port:53 |packet size:70 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56691 |destination port:53 |packet size:70 |service:DNS


************************************************************************
56750:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56750 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56750 |packet size:124 |service:DNS


************************************************************************
56751:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56751 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56751 |packet size:124 |service:DNS


************************************************************************
56762:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56762 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56762 |packet size:124 |service:DNS


************************************************************************
56765:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56765 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56765 |packet size:124 |service:DNS


************************************************************************
56773:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56773 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56773 |packet size:124 |service:DNS


************************************************************************
56810:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56810 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56810 |packet size:124 |service:DNS


************************************************************************
56824:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56824 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56824 |packet size:124 |service:DNS


************************************************************************
56849:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56849 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56849 |packet size:124 |service:DNS


************************************************************************
56891:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56891 |destination port:53 |packet size:72 |service:DNS


************************************************************************
56902:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56902 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56902 |packet size:124 |service:DNS


************************************************************************
56951:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56951 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56951 |destination port:53 |packet size:69 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:56951 |destination port:53 |packet size:69 |service:DNS


************************************************************************
56961:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:56961 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:56961 |packet size:124 |service:DNS


************************************************************************
57022:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57022 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57022 |packet size:124 |service:DNS


************************************************************************
57064:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57064 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57064 |packet size:124 |service:DNS


************************************************************************
57138:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57138 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57138 |packet size:124 |service:DNS


************************************************************************
57140:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57140 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57140 |destination port:53 |packet size:72 |service:DNS


************************************************************************
57171:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57171 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57171 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57171 |destination port:53 |packet size:72 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57171 |destination port:53 |packet size:72 |service:DNS


************************************************************************
57196:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57196 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57196 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57196 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57196 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
57209:
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57209 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57209 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57209 |destination port:5355 |packet size:50 |service:undefined
 |source:192.168.43.66 |destination:224.0.0.252 |source port:57209 |destination port:5355 |packet size:50 |service:undefined


************************************************************************
57306:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57306 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57306 |packet size:124 |service:DNS


************************************************************************
57353:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57353 |destination port:53 |packet size:72 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57353 |packet size:124 |service:DNS


************************************************************************
57380:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57380 |destination port:53 |packet size:72 |service:DNS


************************************************************************
57389:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57389 |destination port:53 |packet size:72 |service:DNS


************************************************************************
57415:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57415 |destination port:53 |packet size:62 |service:DNS
 |source:192.168.43.66 |destination:8.8.8.8 |source port:57415 |destination port:53 |packet size:62 |service:DNS


************************************************************************
57424:
 |source:192.168.43.66 |destination:1.1.1.1 |source port:57424 |destination port:53 |packet size:62 |service:DNS
 |source:1.1.1.1 |destination:192.168.43.66 |source port:53 |destination port:57424 |packet size:78 |service:DNS


************************************************************************
57461:
